keyword,sentiment,sw,,,,,,,,,,
seedy,Negetive,-0.742857143,,,,,,,,,,
sensational,Positive,0.741379310344828,,,,,,,,,,
separate bath,Positive,0.68,,,,,,,,,,
serious need,Negetive,-0.925531915,,,,,,,,,,
seriously !,Negetive,-0.81443299,,,,,,,,,,
served quickly,Positive,0.483870968,,,,,,,,,,
serves great,Positive,0.436893204,,,,,,,,,,
service excellent,Positive,0.687707641,,,,,,,,,,
service great,Positive,0.705263158,,,,,,,,,,
service impeccable,Positive,0.891304348,,,,,,,,,,
service poor,Negetive,-0.730337079,,,,,,,,,,
severe,Negetive,-0.680851064,,,,,,,,,,
sewage,Negetive,-0.9390681,,,,,,,,,,
sewer,Negetive,-0.904347826,,,,,,,,,,
sewerage,Negetive,-0.937984496,,,,,,,,,,
sexy,Positive,0.574074074,,,,,,,,,,
shabby,Negetive,-0.847840987,,,,,,,,,,
shabby room,Negetive,-0.956521739,,,,,,,,,,
shady,Negetive,-0.663265306,,,,,,,,,,
shall negtag_be,Negetive,-0.887096774,,,,,,,,,,
shambolic,Negetive,-0.885245902,,,,,,,,,,
shame !,Negetive,-0.62962963,,,,,,,,,,
shame really,Negetive,-0.805714286,,,,,,,,,,
shameful,Negetive,-0.895652174,,,,,,,,,,
shattered,Negetive,-0.705357143,,,,,,,,,,
shocked,Negetive,-0.782318969,,,,,,,,,,
shocker,Negetive,-0.855670103,,,,,,,,,,
shocking,Negetive,-0.910795087,,,,,,,,,,
shocking !,Negetive,-0.929078014,,,,,,,,,,
shockingly,Negetive,-0.754789272,,,,,,,,,,
shoddy,Negetive,-0.920187793,,,,,,,,,,
shook,Negetive,-0.844827586,,,,,,,,,,
shortcomings,Negetive,-0.667924528,,,,,,,,,,
shouted,Negetive,-0.887254902,,,,,,,,,,
shouting,Negetive,-0.859170926,,,,,,,,,,
shoved,Negetive,-0.882951654,,,,,,,,,,
shower flooded,Negetive,-0.85,,,,,,,,,,
shower leaked,Negetive,-0.699186992,,,,,,,,,,
shrug,Negetive,-0.95505618,,,,,,,,,,
shrugged,Negetive,-0.941060904,,,,,,,,,,
sick,Negetive,-0.665773012,,,,,,,,,,
simply amazing,Positive,0.764705882,,,,,,,,,,
simply best,Positive,0.96,,,,,,,,,,
simply perfect,Positive,0.882352941,,,,,,,,,,
simply stunning,Positive,0.861386139,,,,,,,,,,
single glazed,Negetive,-0.782608696,,,,,,,,,,
single glazing,Negetive,-0.787610619,,,,,,,,,,
slam,Negetive,-0.643564356,,,,,,,,,,
slammed,Negetive,-0.835543767,,,,,,,,,,
slamming,Negetive,-0.742313324,,,,,,,,,,
slamming doors,Negetive,-0.766738661,,,,,,,,,,
sleepless,Negetive,-0.861313869,,,,,,,,,,
sleepless night,Negetive,-0.887573964,,,,,,,,,,
sleepless nights,Negetive,-0.884297521,,,,,,,,,,
slimy,Negetive,-0.901234568,,,,,,,,,,
sloppy,Negetive,-0.758333333,,,,,,,,,,
slow !,Negetive,-0.680851064,,,,,,,,,,
slow check,Negetive,-0.711340206,,,,,,,,,,
slowest,Negetive,-0.801242236,,,,,,,,,,
slum,Negetive,-0.905882353,,,,,,,,,,
small bed,Negetive,-0.735576923,,,,,,,,,,
small beds,Negetive,-0.756410256,,,,,,,,,,
small cupboard,Negetive,-0.739837398,,,,,,,,,,
small fan,Negetive,-0.788461538,,,,,,,,,,
small towel,Negetive,-0.8,,,,,,,,,,
small towels,Negetive,-0.780487805,,,,,,,,,,
small windows,Negetive,-0.705882353,,,,,,,,,,
smallest,Negetive,-0.734273625,,,,,,,,,,
smallest bathroom,Negetive,-0.858156028,,,,,,,,,,
smallest double,Negetive,-0.857142857,,,,,,,,,,
smallest hotel,Negetive,-0.823529412,,,,,,,,,,
smallest room,Negetive,-0.758342923,,,,,,,,,,
smart hotel,Positive,0.348484848,,,,,,,,,,
smartly,Positive,0.376744186,,,,,,,,,,
smashed,Negetive,-0.782258065,,,,,,,,,,
smeared,Negetive,-0.982300885,,,,,,,,,,
smell coming,Negetive,-0.838862559,,,,,,,,,,
smelled,Negetive,-0.804303968,,,,,,,,,,
smelled musty,Negetive,-0.976190476,,,,,,,,,,
smelled strongly,negetive,-0.858823529,,,,,,,,,,
smelly,Negetive,-0.934859155,,,,,,,,,,
smelly room,Negetive,-0.958762887,,,,,,,,,,
smelt damp,Negetive,-0.968503937,,,,,,,,,,
smelt musty,Negetive,-0.98540146,,,,,,,,,,
smiling staff,Positive,0.617391304,,,,,,,,,,
snapped,Negetive,-0.807228916,,,,,,,,,,
snoring,Negetive,-0.714285714,,,,,,,,,,
snotty,Negetive,-0.633027523,,,,,,,,,,
soft pillows,Positive,0.269230769,,,,,,,,,,
soiled,Negetive,-0.907335907,,,,,,,,,,
something wrong,Negetive,-0.649769585,,,,,,,,,,
somewhere better,Negetive,-0.873873874,,,,,,,,,,
somewhere else,Negetive,-0.804380438,,,,,,,,,,
sorely,Negetive,-0.764705882,,,,,,,,,,
sorely disappointed,Negetive,-0.909090909,,,,,,,,,,
spacious,Positive,0.501004488,,,,,,,,,,
spacious bathroom,Positive,0.56466877,,,,,,,,,,
spacious clean,Positive,0.588785047,,,,,,,,,,
spacious room,Positive,0.497259201,,,,,,,,,,
spacious rooms,Positive,0.580335731,,,,,,,,,,
spacious shower,Positive,0.333333333,,,,,,,,,,
sparkling clean,Positive,0.620437956,,,,,,,,,,
special !,Positive,0.728155339805825,,,,,,,,,,
special experience,Positive,0.446808511,,,,,,,,,,
special hotel,Positive,0.620689655,,,,,,,,,,
special place,Positive,0.820754717,,,,,,,,,,
special stay,Positive,0.634408602,,,,,,,,,,
special thank,Positive,0.909090909,,,,,,,,,,
special thanks,Positive,0.919708029,,,,,,,,,,
special touch,Positive,0.590361446,,,,,,,,,,
special touches,Positive,0.726315789,,,,,,,,,,
specious,Positive,0.634408602,,,,,,,,,,
spectacular,Positive,0.370663421,,,,,,,,,,
spectacular view,Positive,0.495652174,,,,,,,,,,
spectacular views,Positive,0.56462585,,,,,,,,,,
speedy check,Positive,0.465116279,,,,,,,,,,
spider,Negetive,-0.893129771,,,,,,,,,,
spiders,Negetive,-0.958762887,,,,,,,,,,
splendid,Positive,0.634615385,,,,,,,,,,
spotless,Positive,0.68162283,,,,,,,,,,
spotless !,Positive,0.827956989,,,,,,,,,,
spotless bathroom,Positive,0.858823529,,,,,,,,,,
spotless clean,Positive,0.653179191,,,,,,,,,,
spotless room,Positive,0.659574468,,,,,,,,,,
spotlessly,Positive,0.704330513,,,,,,,,,,
spotlessly clean,Positive,0.705882353,,,,,,,,,,
springs poking,Negetive,-0.904761905,,,,,,,,,,
springs sticking,Negetive,-0.955555556,,,,,,,,,,
squeaked,Negetive,-0.811764706,,,,,,,,,,
squeaking,Negetive,-0.648854962,,,,,,,,,,
staff enough,Positive,1,,,,,   ,,,,,
staff excellent,Positive,0.503067485,,,,,,,,,,
staff helped,Positive,0.625498008,,,,,,,,,,
staff kindly,Positive,0.297297297,,,,,,,,,,
staff need,Negetive,-0.685185185,,,,,,,,,,
staff refused,Negetive,-0.979591837,,,,,,,,,,
staff rude,Negetive,-0.919463087,,,,,,,,,,
staff super,Positive,0.575,,,,,,,,,,
staff unhelpful,Negetive,-0.976744186,,,,,,,,,,
staff welcoming,Positive,0.379310345,,,,,,,,,,
staggering,Negetive,-0.642105263,,,,,,,,,,
stain,Negetive,-0.810641628,,,,,,,,,,
stained,Negetive,-0.912739965,,,,,,,,,,
stained carpet,Negetive,-0.895652174,,,,,,,,,,
stained carpets,Negetive,-0.991304348,,,,,,,,,,
stained sheets,Negetive,-1,,,,,,,,,,
staining,Negetive,-0.747368421,,,,,,,,,,
stains,Negetive,-0.924014041,,,,,,,,,,
stale,Negetive,-0.863,,,,,,,,,,
stale bread,Negetive,-0.884057971,,,,,,,,,,
stale cigarette,Negetive,-0.886363636,,,,,,,,,,
stale smell,Negetive,-0.814814815,,,,,,,,,,
stale smoke,Negetive,-0.833333333,,,,,,,,,,
standout,Positive,0.722772277,,,,,,,,,,
stank,Negetive,-0.955602537,,,,,,,,,,
stared,Negetive,-0.83919598,,,,,,,,,,
stares,Negetive,-0.725,,,,,,,,,,
stay comfortable,Positive,0.642512077,,,,,,,,,,
stay elsewhere,Negetive,-0.776049767,,,,,,,,,,
stay enjoyable,Positive,0.686956522,,,,,,,,,,
stay great,Positive,0.811320755,,,,,,,,,,
stay memorable,Positive,0.895582329,,,,,,,,,,
stay perfect,Positive,0.984615385,,,,,,,,,,
stay special,Positive,0.773399015,,,,,,,,,,
stealing,Negetive,-0.798319328,,,,,,,,,,
steep staircase,Negetive,-0.647058824,,,,,,,,,,
stench,Negetive,-0.944325482,,,,,,,,,,
stern,Negetive,-0.659574468,,,,,,,,,,
stifling,Negetive,-0.79638009,,,,,,,,,,
stifling hot,Negetive,-0.857142857,,,,,,,,,,
stiflingly,Negetive,-0.896907216,,,,,,,,,,
stiflingly hot,Negetive,-0.89010989,,,,,,,,,,
still cold,Negetive,-0.87628866,,,,,,,,,,
still dirty,Negetive,-0.936170213,,,,,,,,,,
still great,Positive,0.377245508982036,,,,,,,,,  ,
still negtag_working,Negetive,-0.891891892,,,,,,,,,,
stink,Negetive,-0.825327511,,,,,,,,,,
stinking,Negetive,-0.96124031,,,,,,,,,,
stinks,Negetive,-0.953125,,,,,,,,,,
stinky,Negetive,-0.886956522,,,,,,,,,,
stole,Negetive,-0.784313725,,,,,,,,,,
stolen,Negetive,-0.893574297,,,,,,,,,,
stopped working,Negetive,-0.677165354,,,,,,,,,,
strange smell,Negetive,-0.806167401,,,,,,,,,,
strangest,Negetive,-0.773195876,,,,,,,,,,
strong smell,Negetive,-0.866666667,,,,,,,,,,
strongly recommend,Positive,0.414379085,,,,,,,,,,
struggling,Negetive,-0.656301146,,,,,,,,,,
stuffy room,Negetive,-0.841269841,,,,,,,,,,
stunk,Negetive,-0.971717172,,,,,,,,,,
stunning,Positive,0.613272311,,,,,,,,,,
stunning !,Positive,0.76744186,,,,,,,,,,
stunning hotel,Positive,0.706666667,,,,,,,,,,
stunning view,Positive,0.572327044,,,,,,,,,,
stunning views,Positive,0.64137931,,,,,,,,,,
stupid,Negetive,-0.733850129,,,,,,,,,,
stylish,Positive,0.543410191,,,,,,,,,,
stylish hotel,Positive,0.580786026,,,,,,,,,,
stylishly,Positive,0.567251462,,,,,,,,,,
sub par,Negetive,-0.811764706,,,,,,,,,,
sub standard,Negetive,-0.936170213,,,,,,,,,,
subjected,negetive,-0.850931677,,,,,,,,,,
sublime,Positive,0.806122449,,,,,,,,,,
subpar,Negetive,-0.918367347,,,,,,,,,,
sub-par,Negetive,-0.777777778,,,,,,,,,,
substandard,Negetive,-0.875739645,,,,,,,,,,
sub-standard,Negetive,-0.805714286,,,,,,,,,,
sucks,Negetive,-0.857142857,,,,,,,,,,
suffered,Negetive,-0.663685152,,,,,,,,,,
suffocating,Negetive,-0.915966387,,,,,,,,,,
sullen,Negetive,-0.680672269,,,,,,,,,,
sumptuous,Positive,0.686440678,,,,,,,,,,
super,Positive,0.411845595,,,,,,,,,,
super clean,Positive,0.742537313,,,,,,,,,,
super comfortable,Positive,0.758034026,,,,,,,,,,
super comfy,Positive,0.672413793,,,,,,,,,,
super convenient,Positive,0.45631068,,,,,,,,,,
super cool,Positive,0.604395604,,,,,,,,,,
super easy,Positive,0.59,,,,,,,,,,
super efficient,Positive,0.693877551,,,,,,,,,,
super fast,Positive,0.545454545,,,,,,,,,,
super friendly,Positive,0.665080875,,,,,,,,,,
super helpful,Positive,0.685503686,,,,,,,,,,
super hotel,Positive,0.816091954,,,,,,,,,,
super location,Positive,0.566371681,,,,,,,,,,
super modern,Positive,0.686746988,,,,,,,,,,
super nice,Positive,0.545126354,,,,,,,,,,
super quiet,Positive,0.72815534,,,,,,,,,,
super small,Negetive,-0.662447257,,,,,,,,,,
super tiny,Negetive,-0.743589744,,,,,,,,,,
superb,Positive,0.664960114,,,,,,,,,,
superb !,Positive,0.636923077,,,,,,,,,,
superb breakfast,Positive,0.744,,,,,,,,,,
superb hotel,Positive,0.890547264,,,,,,,,,,
superb location,Positive,0.480737018,,,,,,,,,,
superb service,Positive,0.854368932,,,,,,,,,,
superb staff,Positive,0.85840708,,,,,,,,,,
superb value,Positive,0.79245283,,,,,,,,,,
superbly,Positive,0.66848816,,,,,,,,,,
superbly located,Positive,0.405797101,,,,,,,,,,
supportive,Positive,0.335877863,,,,,,,,,,
supremely,Positive,0.641025641,,,,,,,,,,
surly,Negetive,-0.807962529,,,,,,,,,,
surpassed,Positive,0.809917355,,,,,,,,,,
surprise birthday,Positive,0.552447552,,,,,,,,,,
surprised !,Positive,0.523809524,,,,,,,,,,
surprised us,Positive,0.507246377,,,,,,,,,,
surprisingly quiet,Positive,0.541322314,,,,,,,,,,
surprisingly spacious,Positive,0.478991597,,,,,,,,,,
suspected,Negetive,-0.775700935,,,,,,,,,,
suspicious,Negetive,-0.82234957,,,,,,,,,,
swearing,Negetive,-0.860215054,,,,,,,,,,
sweat,Negetive,-0.795348837,,,,,,,,,,
sweating,Negetive,-0.857142857,,,,,,,,,,
sweaty,Negetive,-0.743396226,,,,,,,,,,
sweltering,Negetive,-0.716475096,,,,,,,,,,
tacky,Negetive,-0.765258216,,,,,,,,,,
tainted,Negetive,-0.82278481,,,,,,,,,,
talented,Positive,0.670588235,,,,,,,,,,
talking loudly,Negetive,-0.717514124,,,,,,,,,,
tarnished,Negetive,-0.697478992,,,,,,,,,,
tasteful,Positive,0.577160494,,,,,,,,,,
tastefully,Positive,0.641156463,,,,,,,,,,
tastefully decorated,Positive,0.653450808,,,,,,,,,,
tastefully furnished,Positive,0.694656489,,,,,,,,,,
tasty,Positive,0.4794639,,,,,,,,,,
tasty !,Positive,0.724137931,,,,,,,,,,
tasty breakfast,Positive,0.697777778,,,,,,,,,,
tasty food,Positive,0.547445255,,,,,,,,,,
tattered,Negetive,-0.835051546,,,,,,,,,,
tatty,Negetive,-0.857651246,,,,,,,,,,
tears,Negetive,-0.731958763,,,,,,,,,,
tepid,Negetive,-0.74049217,,,,,,,,,,
terrible,Negetive,-0.885871704,,,,,,,,,,
terrible !,Negetive,-0.881690141,,,,,,,,,,
terrible customer,Negetive,-1,,,,,,,,,,
terrible experience,Negetive,-0.925,,,,,,,,,,
terrible hotel,Negetive,-0.925925926,,,,,,,,,,
terrible night,Negetive,-0.915151515,,,,,,,,,,
terrible nights,Negetive,-0.983333333,,,,,,,,,,
terrible noise,Negetive,-0.911504425,,,,,,,,,,
terrible place,Negetive,-0.956521739,,,,,,,,,,
terrible reviews,Negetive,-0.717171717,,,,,,,,,,
terrible room,Negetive,-0.925925926,,,,,,,,,,
terrible service,Negetive,-0.95890411,,,,,,,,,,
terrible smell,Negetive,-0.916666667,,,,,,,,,,
terrible stay,Negetive,-0.936842105,,,,,,,,,,
terribly,Negetive,-0.759922556,,,,,,,,,,
terribly small,Negetive,-0.844444444,,,,,,,,,,
terrified,Negetive,-0.798561151,,,,,,,,,,
thank staff,Positive,0.751724138,,,,,,,,,,
thanks hoteltag,Positive,0.627906977,,,,,,,,,,
theft,Negetive,-0.922077922,,,,,,,,,,
thick dust,Negetive,-0.954022989,,,,,,,,,,
thieves,Negetive,-0.877192982,,,,,,,,,,
thin mattress,Negetive,-0.851851852,,,,,,,,,,
thin pillow,Negetive,-0.957894737,,,,,,,,,,
thin pillows,Negetive,-0.893617021,,,,,,,,,,
thin walls,Negetive,-0.796241345,,,,,,,,,,
things wrong,Negetive,-0.869158879,,,,,,,,,,
thoroughly enjoyable,Positive,0.883116883,,,,,,,,,,
thoroughly enjoyed,Positive,0.876879026,,,,,,,,,,
thoroughly recommend,Positive,0.923404255,,,,,,,,,,
thoroughly recommended,Positive,0.97826087,,,,,,,,,,
thread bare,Negetive,-0.93220339,,,,,,,,,,
threadbare,Negetive,-0.887769784,,,,,,,,,,
threadbare carpets,Negetive,-0.902439024,,,,,,,,,,
threatened,Negetive,-0.81294964,,,,,,,,,,
threatening,Negetive,-0.844559585,,,,,,,,,,
thrilled,Positive,0.529880478,,,,,,,,,,
tidy hotel,Positive,0.278688525,,,,,,,,,,
tiniest,Negetive,-0.759036145,,,,,,,,,,
tiniest room,Negetive,-0.88034188,,,,,,,,,,
tiny !,Negetive,-0.712328767,,,,,,,,,,
tiny bar,Negetive,-0.822222222,,,,,,,,,,
tiny bathroom,Negetive,-0.778307509,,,,,,,,,,
tiny bed,Negetive,-0.873015873,,,,,,,,,,
tiny double,Negetive,-0.89380531,,,,,,,,,,
tiny little,Negetive,-0.740112994,,,,,,,,,,
tiny room,Negetive,-0.821,,,,,,,,,,
tiny rooms,Negetive,-0.696709585,,,,,,,,,,
tiny shower,Negetive,-0.875,,,,,,,,,,
tiny sink,Negetive,-0.914285714,,,,,,,,,,
tiny tv,Negetive,-0.871345029,,,,,,,,,,
tiny window,Negetive,-0.786982249,,,,,,,,,,
tired decor,Negetive,-0.92,,,,,,,,,,
tired hotel,Negetive,-0.891891892,,,,,,,,,,
tired old,Negetive,-0.775,,,,,,,,,,
tired room,Negetive,-0.870967742,,,,,,,,,,
tired rooms,Negetive,-0.913043478,,,,,,,,,,
took advantage,Positive,0.46743295,,,,,,,,,,
took great,Positive,0.505154639,,,,,,,,,,
top class,Positive,0.578544061,,,,,,,,,,
top hotel,Positive,0.27753304,,,,,,,,,,
top location,Positive,0.423076923,,,,,,,,,,
top marks,Positive,0.496551724,,,,,,,,,,
top notch,Positive,0.694507148,,,,,,,,,,
top quality,Positive,0.712473573,,,,,,,,,,
top service,Positive,0.555555556,,,,,,,,,,
top-notch,Positive,0.709497207,,,,,,,,,,
torn,Negetive,-0.906024096,,,,,,,,,,
torture,Negetive,-0.805970149,,,,,,,,,,
total lack,Negetive,-0.920903955,,,,,,,,,,
total rip,Negetive,-0.841584158,,,,,,,,,,
totally ignored,Negetive,-0.86,,,,,,,,,,
totally inadequate,Negetive,-0.912087912,,,,,,,,,,
totally recommend,Positive,0.875,,,,,,,,,,
totally ruined,Negetive,-0.95505618,,,,,,,,,,
totally unacceptable,Negetive,-0.993006993,,,,,,,,,,
totally worth,Positive,0.76344086,,,,,,,,,,
tranquil,Positive,0.612903226,,,,,,,,,,
tranquility,Positive,0.596774194,,,,,,,,,,
trap,Negetive,-0.830238727,,,,,,,,,,
traps,Negetive,-0.744680851,,,,,,,,,,
trendy hotel,Positive,0.40397351,,,,,,,,,,
trickle,Negetive,-0.814241486,,,,,,,,,,
truly amazing,Positive,0.75862069,,,,,,,,,,
truly awful,Negetive,-0.880597015,,,,,,,,,,
truly enjoyed,Positive,0.852631579,,,,,,,,,,
truly excellent,Positive,0.591836735,,,,,,,,,,
truly great,Positive,0.520661157,,,,,,,,,,
truly lovely,Positive,0.772727273,,,,,,,,,,
truly memorable,Positive,0.958041958,,,,,,,,,,
truly wonderful,Positive,0.868852459,,,,,,,,,,
turned away,Negetive,-0.711627907,,,,,,,,,,
tv didnt,Negetive,-0.950617284,,,,,,,,,,
tv negtag_working,Negetive,-0.821138211,,,,,,,,,,
two great,Positive,0.50617284,,,,,,,,,,
two lovely,Positive,0.493975904,,,,,,,,,,
two stars,Negetive,-0.95,,,,,,,,,,
ugh,Negetive,-0.730496454,,,,,,,,,,
ugly,Negetive,-0.740990991,,,,,,,,,,
ultra modern,Positive,0.460869565,,,,,,,,,,
unacceptable,Negetive,-0.929648241,,,,,,,,,,
unacceptable !,Negetive,-0.94,,,,,,,,,,
unanswered,Negetive,-0.820895522,,,,,,,,,,
unapologetic,Negetive,-0.911949686,,,,,,,,,,
unappealing,Negetive,-0.735849057,,,,,,,,,,
unappetising,Negetive,-0.860465116,,,,,,,,,,
unattended,Negetive,-0.75,,,,,,,,,,
unattractive,Negetive,-0.695364238,,,,,,,,,,
unavailable,Negetive,-0.645714286,,,,,,,,,,
unbearable,Negetive,-0.888985256,,,,,,,,,,
unbearably,Negetive,-0.855513308,,,,,,,,,,
unbearably hot,Negetive,-0.896805897,,,,,,,,,,
unbeatable,Positive,0.489726027,,,,,,,,,,
uncaring,Negetive,-0.947368421,,,,,,,,,,
unclean,Negetive,-0.938461538,,,,,,,,,,
uncleaned,Negetive,-0.909090909,,,,,,,,,,
uncleared,Negetive,-0.829268293,,,,,,,,,,
uncomfortable,Negetive,-0.806244166,,,,,,,,,,
uncomfortable !,Negetive,-0.72815534,,,,,,,,,,
uncomfortable bed,Negetive,-0.964214712,,,,,,,,,,
uncomfortable beds,Negetive,-0.932692308,,,,,,,,,,
uncomfortable night,Negetive,-0.892116183,,,,,,,,,,
uncomfortable nights,Negetive,-0.913669065,,,,,,,,,,
uncomfortable.the,Negetive,-0.931034483,,,,,,,,,,
uncomfortably,Negetive,-0.765517241,,,,,,,,,,
uncomfortably hot,Negetive,-0.848275862,,,,,,,,,,
uncomfortably warm,Negetive,-0.772727273,,,,,,,,,,
uncomfy,Negetive,-0.828571429,,,,,,,,,,
unconcerned,Negetive,-0.852631579,,,,,,,,,,
unconfortable,Negetive,-0.900826446,,,,,,,,,,
uncooked,Negetive,-0.774193548,,,,,,,,,,
understaffed,Negetive,-0.677042802,,,,,,,,,,
underwhelmed,Negetive,-0.719745223,,,,,,,,,,
underwhelming,Negetive,-0.696808511,,,,,,,,,,
undrinkable,Negetive,-0.810650888,,,,,,,,,,
uneasy,Negetive,-0.706122449,,,,,,,,,,
uneven,Negetive,-0.73875803,,,,,,,,,,
unfit,Negetive,-0.72,,,,,,,,,,
unforgettable,Positive,0.785714285714286,,,,,,,,,,
unforgettable experience,Positive,0.760869565,,,,,,,,,,
unfortunate,Negetive,-0.628099174,,,,,,,,,,
unfortunately hotel,Negetive,-0.716535433,,,,,,,,,,
unfortunately room,Negetive,-0.721518987,,,,,,,,,,
unfriendly,Negetive,-0.87987988,,,,,,,,,,
unfriendly staff,Negetive,-0.912350598,,,,,,,,,,
unhappy,Negetive,-0.781497797,,,,,,,,,,
unhealthy,Negetive,-0.679245283,,,,,,,,,,
unhelpful,Negetive,-0.930632091,,,,,,,,,,
unhelpful staff,Negetive,-0.92139738,,,,,,,,,,
unhygienic,Negetive,-0.900452489,,,,,,,,,,
unimpressed,Negetive,-0.845272206,,,,,,,,,,
unimpressive,Negetive,-0.68627451,,,,,,,,,,
uninspiring,Negetive,-0.652173913,,,,,,,,,,
uninterested,Negetive,-0.920879121,,,,,,,,,,
uninviting,Negetive,-0.805555556,,,,,,,,,,
unique,Positive,0.537383178,,,,,,,,,,
unique experience,Positive,0.534883721,,,,,,,,,,
uniquely,Positive,0.50617284,,,,,,,,,,
unkempt,Negetive,-0.893939394,,,,,,,,,,
unlocked,Negetive,-0.81025641,,,,,,,,,,
unloved,Negetive,-0.885714286,,,,,,,,,,
unlucky,Negetive,-0.698113208,,,,,,,,,,
unmade,Negetive,-0.866666667,,,,,,,,,,
unnerving,Negetive,-0.647058824,,,,,,,,,,
unorganised,Negetive,-0.841726619,,,,,,,,,,
unpleasant,Negetive,-0.821555468,,,,,,,,,,
unpleasant experience,Negetive,-0.80952381,,,,,,,,,,
unpleasant smell,Negetive,-0.843373494,,,,,,,,,,
unpleasant stay,Negetive,-0.909090909,,,,,,,,,,
unpleasantly,Negetive,-0.745098039,,,,,,,,,,
unpolite,Negetive,-0.87654321,,,,,,,,,,
unprofessional,Negetive,-0.923777962,,,,,,,,,,
unreliable,Negetive,-0.670658683,,,,,,,,,,
unresponsive,Negetive,-0.803030303,,,,,,,,,,
unsafe,Negetive,-0.751586582,,,,,,,,,,
unsanitary,Negetive,-1,,,,,,,,,,
unsatisfactory,Negetive,-0.84,,,,,,,,,,
unsecured,Negetive,-0.724137931,,,,,,,,,,
unsettling,Negetive,-0.697674419,,,,,,,,,,
unsightly,Negetive,-0.755725191,,,,,,,,,,
unsmiling,Negetive,-0.869565217,,,,,,,,,,
unsuitable,Negetive,-0.76371308,,,,,,,,,,
unsuspecting,Negetive,-0.929411765,,,,,,,,,,
unsympathetic,Negetive,-0.960784314,,,,,,,,,,
untidy,Negetive,-0.755725191,,,,,,,,,,
untrained,Negetive,-0.925925926,,,,,,,,,,
untrue,Negetive,-0.813084112,,,,,,,,,,
unusable,Negetive,-0.813636364,,,,,,,,,,
unwashed,Negetive,-0.823529412,,,,,,,,,,
unwelcome,Negetive,-0.813031161,,,,,,,,,,
unwelcoming,Negetive,-0.903177005,,,,,,,,,,
unwilling,Negetive,-0.870722433,,,,,,,,,,
upset,Negetive,-0.786996904,,,,,,,,,,
upsetting,Negetive,-0.823529412,,,,,,,,,,
urgent need,Negetive,-0.902912621,,,,,,,,,,
urine,Negetive,-0.982274742,,,,,,,,,,
us best,Positive,0.625,,,,,,,,,,
us great,Positive,0.580882353,,,,,,,,,,
us happy,Positive,0.659863946,,,,,,,,,,
us lovely,Positive,0.666666667,,,,,,,,,,
us perfectly,Positive,0.675,,,,,,,,,,
us wrong,Negetive,-0.704918033,,,,,,,,,,
vain,Negetive,-0.764705882,,,,,,,,,,
victim,Negetive,-0.711340206,,,,,,,,,,
vile,Negetive,-0.948837209,,,,,,,,,,
vomit,Negetive,-0.962085308,,,,,,,,,,
vulnerable,Negetive,-0.656565657,,,,,,,,,,
wafer thin,Negetive,-0.843478261,,,,,,,,,,
wait another,Negetive,-0.797619048,,,,,,,,,,
wallpaper peeling,Negetive,-0.963963964,,,,,,,,,,
warm friendly,Positive,0.681415929,,,,,,,,,,
warm greeting,Positive,0.604938272,,,,,,,,,,
warm smile,Positive,0.822222222,,,,,,,,,,
warm welcome,Positive,0.656410256,,,,,,,,,,
warm welcoming,Positive,0.673469388,,,,,,,,,,
warmly,Positive,0.707865169,,,,,,,,,,
warmly greeted,Positive,0.735849057,,,,,,,,,,
warmly welcomed,Positive,0.716475096,,,,,,,,,,
warned !,Negetive,-0.839285714,,,,,,,,,,
waste,Negetive,-0.753014553,,,,,,,,,,
wasted,Negetive,-0.735,,,,,,,,,,
wasting,Negetive,-0.756578947,,,,,,,,,,
water damage,Negetive,-0.791208791,,,,,,,,,,
water dripping,Negetive,-0.75257732,,,,,,,,,,
water everywhere,Negetive,-0.767857143,,,,,,,,,,
water leak,Negetive,-0.683333333,,,,,,,,,,
water stains,Negetive,-0.875,,,,,,,,,,
way overpriced,Negetive,-0.714285714,,,,,,,,,,
wedge,Negetive,-0.829457364,,,,,,,,,,
wedged,Negetive,-0.830721003,,,,,,,,,,
weird smell,Negetive,-0.854545455,,,,,,,,,,
weirdly,Negetive,-0.681415929,,,,,,,,,,
welcomed us,Positive,0.582697201,,,,,,,,,,
welcoming !,Positive,0.547826087,,,,,,,,,,
welcoming atmosphere,Positive,0.568627451,,,,,,,,,,
welcoming hotel,Positive,0.737931034,,,,,,,,,,
welcoming reception,Positive,0.31147541,,,,,,,,,,
welcoming staff,Positive,0.710743802,,,,,,,,,,
welcoming us,Positive,0.59375,,,,,,,,,,
well appointed,Positive,0.574222771,,,,,,,,,,
well cared,Positive,0.700787402,,,,,,,,,,
well catered,Positive,0.654320988,,,,,,,,,,
well cooked,Positive,0.414985591,,,,,,,,,,
well decorated,Positive,0.3771518,,,,,,,,,,
well deserved,Positive,0.5,,,,,,,,,,
well designed,Positive,0.6,,,,,,,,,,
well done,Positive,0.629404089,,,,,,,,,,
well equiped,Positive,0.562962963,,,,,,,,,,
well equipped,Positive,0.556685083,,,,,,,,,,
well fitted,Positive,0.379061372,,,,,,,,,,
well furnished,Positive,0.503787879,,,,,,,,,,
well kitted,Positive,0.447154472,,,,,,,,,,
well laid,Positive,0.575596817,,,,,,,,,,
well made,Positive,0.282442748,,,,,,,,,,
well managed,Positive,0.689243028,,,,,,,,,,
well mannered,Positive,0.453416149,,,,,,,,,,
well organised,Positive,0.483870968,,,,,,,,,,
well organized,Positive,0.448275862,,,,,,,,,,
