keyword,sentiment,sw,,,,,,,,,,
free mini,Positive,0.641255605,,,,,,,,,,
free minibar,Positive,0.68115942,,,,,,,,,,
freezing,Negetive,-0.824991488,,,,,,,,,,
freezing !,Negetive,-0.714285714,,,,,,,,,,
freezing cold,Negetive,-0.864978903,,,,,,,,,,
freindly,Positive,0.477124183,,,,,,,   ,,,
fresh flowers,Positive,0.711442786,,,,,,,,,,
fresh fruits,Positive,0.569892473,,,,,,,,,,
fresh pastries,Positive,0.534883721,,,,,,,,,,
freshly baked,Positive,0.504273504,,,,,,,,,,
freshly cooked,Positive,0.392070485,,,,,,,,,,
freshly prepared,Positive,0.365591398,,,,,,,,,,
freshly squeezed,Positive,0.479452055,,,,,,,,,,
friendliest,Positive,0.582733813,,,,,,,,,,
friendly atmosphere,Positive,0.662100457,,,,,,,,,,
friendly concierge,Positive,0.285714286,,,,,,,,,,
friendly efficient,Positive,0.693251534,,,,,,,,,,
friendly especially,Positive,0.597883598,,,,,,,,,,
friendly greeting,Positive,0.589041096,,,,,,,,,,
friendly helpful,Positive,0.65625,,,,,,,,,,
friendly hotel,Positive,0.634645669,,,,,,,,,,
friendly manner,Positive,0.647887324,,,,,,,,,,
friendly reception,Positive,0.28968254,,,,,,,,,,
friendly service,Positive,0.505461768,,,,,,,,,,
friendly smile,Positive,0.610619469,,,,,,,,,,
friendly staff,Positive,0.469055657,,,,,,,,,,
friendly throughout,Positive,0.525423729,,,,,,,,,,
friendly welcome,Positive,0.461538462,,,,,,,,,,
friendly welcoming,Positive,0.663366337,,,,,,,,,,
frightened,Negetive,-0.833333333,,,,,,,,,,
frightening,Negetive,-0.75,,,,,,,,,,
frosty,Negetive,-0.658914729,,,,,,,,,,
frustrated,Negetive,-0.727427598,,,,,,,,,,
frustration,Negetive,-0.636363636,,,,,,,,,,
full advantage,Positive,0.483870968,,,,,,,,,,
,,,,,,,,,,,,
fully recommend,Positive,0.882352941,,,,,,,,,,
fumes,Negetive,-0.870967742,,,,,,,,,,
fuming,Negetive,-0.98,,,,,,,,,,
fun,Positive,0.342507645,,,,,,,,,,
fun !,Positive,0.519553073,,,,,,,,,,
fun place,Positive,0.552941176,,,,,,,,,,
fungus,Negetive,-0.96,,,,,,,,,,
furious,Negetive,-0.967611336,,,,,,,,,,
fusty,Negetive,-0.827956989,,,,,,,,,,
garbage,Negetive,-0.755681818,,,,,,,,,,
gave great,Positive,0.706896552,,,,,,,,,,
gem,Positive,0.791855204,,,,,,,,,,
gem !,Positive,0.882978723,,,,,,,,,,
gems,Positive,0.569892473,,,,,,,,,,
generously,Positive,0.366548043,,,,,,,,,,
generously sized,Positive,0.566037736,,,,,,,,,,
genuine,Positive,0.419409283,,,,,,,,,,
genuinely friendly,Positive,0.795454545,,,,,,,,,,
genuinely interested,Positive,0.756097561,,,,,,,,,,
ghastly,Negetive,-0.763636364,,,,,,,,,,
give special,Positive,0.75,,,,,,,,,,
given complimentary,Positive,0.309392265,,,,,,,,,,
given warm,Positive,0.519230769,,,,,,,,, ,
gladly stay,Positive,0.793650794,,,,,,,,,,
glaring,Negetive,-0.704545455,,,,,,,,,,
gleaming,Positive,0.613636364,,,,,,,,,,
gloomy,Negetive,-0.682672234,,,,,,,,,,
glorious,Positive,0.51552795,,,,,,,,,,
gone downhill,Negetive,-0.924528302,,,,,,,,,,
good amenities,Positive,0.455882353,,,,,,,,,,
good indeed,Positive,0.469387755,,,,,,,,,,
good prices,Positive,0.290322581,,,,,,,,,,
good security,Positive,0.298507463,,,,,,,,,,
good services,Positive,0.555555556,,,,,,,,,,
good taste,Positive,0.487804878,,,,,,,,,,
gorgeous,Positive,0.693978282,,,,,,,,,,
gorgeous !,Positive,0.814814815,,,,,,,,,,
gorgeous hotel,Positive,0.766233766,,,,,,,,,,
got complimentary,Positive,0.428571429,,,,,,,,,,
got excellent,Positive,0.605839416,,,,,,,,,,
got great,Positive,0.508074534,,,,,,,,,,
got negtag_sleep,Negetive,-0.985185185,,,,,,,,,,
got worse,Negetive,-0.880184332,,,,,,,,,,
gracious,Positive,0.587209302,,,,,,,,,,
great,Positive,0.412776708,,,,,,,,,,
great !,Positive,0.38065661,,,,,,,,,,
great access,Positive,0.369491525,,,,,,,,,,
great addition,Positive,0.585585586,,,,,,,,,,
great ambience,Positive,0.75308642,,,,,,,,,,
great amenities,Positive,0.766990291,,,,,,,,,,
great atmosphere,Positive,0.731092437,,,,,,,,,,
great attention,Positive,0.954887218,,,,,,,,,,
great bar,Positive,0.674208145,,,,,,,,,,
great bars,Positive,0.664739884,,,,,,,,,,
great base,Positive,0.600591716,,,,,,,,,,
great bed,Positive,0.670807453,,,,,,,,,,
great beds,Positive,0.62962963,,,,,,,,,,
great bonus,Positive,0.765517241,,,,,,,,,,
great breakfast,Positive,0.662135922,,,,,,,,,,
great breakfasts,Positive,0.621621622,,,,,,,,,,
great buffet,Positive,0.784172662,,,,,,,,,,
great care,Positive,0.612403101,,,,,,,,,,
great choice,Positive,0.72244898,,,,,,,,,,
great citytag,Positive,0.526011561,,,,,,,,,,
great cocktails,Positive,0.792746114,,,,,,,,,,
great coffee,Positive,0.530685921,,,,,,,,,,
great concept,Positive,0.292682927,,,,,,,,,,
great condition,Positive,0.531914894,,,,,,,,,,
great decor,Positive,0.686567164,,,,,,,,,,
great design,Positive,0.626373626,,,,,,,,,,
great disappointment,Negetive,-0.738095238,,,,,,,,,,
great drinks,Positive,0.741935484,,,,,,,,,,
great especially,Positive,0.434782609,,,,,,,,,,
great evening,Positive,0.569892473,,,,,,,,,,
great experience,Positive,0.703241895,,,,,,,,,,
great facilities,Positive,0.771186441,,,,,,,,,,
great feature,Positive,0.432098765,,,,,,,,,,
great find,Positive,0.915014164,,,,,,,,,,
great food,Positive,0.657331137,,,,,,,,,,
great friendly,Positive,0.692307692,,,,,,,,,,
great fun,Positive,0.553299492,,,,,,,,,,
great hospitality,Positive,0.852631579,,,,,,,,,,
great hostel,Positive,0.636363636,,,,,,,,,,
great hotel,Positive,0.724151161,,,,,,,,,,
great job,Positive,0.469090909,,,,,,,,,,
great little,Positive,0.610884354,,,,,,,,,,
great local,Positive,0.747368421,,,,,,,,,,
great meal,Positive,0.616666667,,,,,,,,,,
great modern,Positive,0.741935484,,,,,,,,,,
great neighborhood,Positive,0.395348837,,,,,,,,,,
great night,Positive,0.491315136,,,,,,,,,,
great nights,Positive,0.599465955,,,,,,,,,,
great numbertag,Positive,0.564102564,,,,,,,,,,
great one,Positive,0.362962963,,,,,,,,,,
great option,Positive,0.59223301,,,,,,,,,,
great people,Positive,0.647058824,,,,,,,,,,
great pillows,Positive,0.548387097,,,,,,,,,,
great place,Positive,0.66693701,,,,,,,,,,
great places,Positive,0.455587393,,,,,,,,,,
great plus,Positive,0.333333333,,,,,,,,,,
great prices,Positive,0.673469388,,,,,,,,,,
great pub,Positive,0.362962963,,,,,,,,,,
great pubs,Positive,0.528384279,,,,,,,,,,
great range,Positive,0.509202454,,,,,,,,,,
great rate,Positive,0.410447761,,,,,,,,,,
great reception,Positive,0.367521368,,,,,,,,,,
great recommendations,Positive,0.891304348,,,,,,,,,,
great restaurant,Positive,0.716262976,,,,,,,,,,
great restaurants,Positive,0.579136691,,,,,,,,,,
great room,Positive,0.675422139,,,,,,,,,,
great rooms,Positive,0.74516129,,,,,,,,,,
great selection,Positive,0.637988827,,,,,,,,,,
great service,Positive,0.699078813,,,,,,,,,,
great shame,Negetive,-0.728395062,,,,,,,,,,
great shopping,Positive,0.601265823,,,,,,,,,,
great shops,Positive,0.698113208,,,,,,,,,,
great shower,Positive,0.574906367,,,,,,,,,,
great size,Positive,0.584158416,,,,,,,,,,
great sleep,Positive,0.565957447,,,,,,,,,,
great space,Positive,0.694117647,,,,,,,,,,
great spot,Positive,0.409482759,,,,,,,,,,
great staff,Positive,0.669085631,,,,,,,,,,
great standard,Positive,0.370786517,,,,,,,,,,
great start,Positive,0.463636364,,,,,,,,,,
great stay,Positive,0.853002689,,,,,,,,,,
great surprise,Positive,0.651376147,,,,,,,,,,
great team,Positive,0.863636364,,,,,,,,,,
great time,Positive,0.654191617,,,,,,,,,,
great touch,Positive,0.729957806,,,,,,,,,,
great transport,Positive,0.5,,,,,,,,,,
great trip,Positive,0.405063291,,,,,,,,,,
great value,Positive,0.677756034,,,,,,,,,,
great variety,Positive,0.604743083,,,,,,,,,,
great venue,Positive,0.5625,,,,,,,,,,
great vibe,Positive,0.720588235,,,,,,,,,,
great view,Positive,0.474541752,,,,,,,,,,
great views,Positive,0.530710835,,,,,,,,,,
great water,Positive,0.402173913,,,,,,,,,,
great way,Positive,0.706382979,,,,,,,,,,
great welcome,Positive,0.65258216,,,,,,,,,,
great wifi,Positive,0.621621622,,,,,,,,,,
greater citytag,Positive,0.432098765,,,,,,,,,,
greatly appreciated,Positive,0.533333333,,,,,,,,,,
greedy,Negetive,-0.64,,,,,,,,,,
greeted warmly,Positive,0.719626168,,,,,,,,,,
grim,Negetive,-0.827715356,,,,,,,,,,
grime,Negetive,-0.90797546,,,,,,,,,,
grimy,Negetive,-0.897106109,,,,,,,,,,
gross,Negetive,-0.87431694,,,,,,,,,,
grotty,Negetive,-0.827702703,,,,,,,,,,
grubby,Negetive,-0.903826267,,,,,,,,,,
grudgingly,Negetive,-0.90990991,,,,,,,,,,
grumpy,Negetive,-0.651006711,,,,,,,,,,
grunt,Negetive,-0.813953488,,,,,,,,,,
half eaten,Negetive,-0.957446809,,,,,,,,,,
half empty,negetive,-0.855263158,,,,,,,,,,
hammering,Negetive,-0.842622951,,,,,,,,,,
happier,Positive,0.34965035,,,,,,,,,,
happily,Positive,0.498964803,,,,,,,   ,,,
happily recommend,Positive,0.81595092,,,,,,,,,,
happily return,Positive,0.835443038,,,,,,,,,,
happily stay,Positive,0.775132275,,,,,,,,,,
happy !,Positive,0.487804878,,,,,,,,,,
happy anniversary,Positive,0.777777778,,,,,,,,,,
happy hour,Positive,0.453453453,,,,,,,,  ,,
happy staff,Positive,0.744186047,,,,,,,,,,
harassed,Negetive,-0.724637681,,,,,,,,,,
hard !,Negetive,-0.647058824,,,,,,,,,,
hard bed,Negetive,-0.742222222,,,,,,,,,,
hard beds,Negetive,-0.755725191,,,,,,,,,,
hardest,Negetive,-0.684782609,,,,,,,,,,
hardly enough,Negetive,-0.759036145,,,,,,,,,,
hardly fit,Negetive,-0.875,,,,,,,,,,
hardly get,Negetive,-0.858823529,,,,,,,,,,
hardly slept,Negetive,-0.84,,,,,,,,,,
hassle free,Positive,0.518796992,,,,,,,,,,
hated,Negetive,-0.655660377,,,,,,,,,,
hazard,Negetive,-0.873900293,,,,,,,,,,
headache,Negetive,-0.75,,,,,,,,,,
health hazard,Negetive,-0.937007874,,,,,,,,,,
hear every,Negetive,-0.857142857,,,,,,,,,,
hear everything,Negetive,-0.860769861,,,,,,,,,,
heard negtag_noise,Positive,0.726618705,,,,,,,,,,
heartily,Positive,0.619047619,,,,,,,,,,
heartily recommend,Positive,0.775510204,,,,,,,,,,
hearty,Positive,0.407407407,,,,,,,,,,
hearty breakfast,Positive,0.428571429,,,,,,,,,,
heated bathroom,Positive,0.733333333,,,,,,,,,,
heated floor,Positive,0.496183206,,,,,,,,,,
heavenly,Positive,0.733870968,,,,,,,,,,
heavily stained,Negetive,-0.97826087,,,,,,,,,,
hell,Negetive,-0.795881826,,,,,,,,,,
hell hole,Negetive,-0.952755906,,,,,,,,,,
helpful concierge,Positive,0.5,,,,,,,,,,
helpful friendly,Positive,0.636363636,,,,,,,,,,
helpful service,Positive,0.491525424,,,,,,,,,,
helpful staff,Positive,0.605659241,,,,,,,,,,
helpful throughout,Positive,0.608247423,,,,,,,,,,
helpfull staff,Positive,0.502347418,,,,,,,,,,
hideous,Negetive,-0.828358209,,,,,,,,,,
high level,Positive,0.336683417,,,,,,,,,,
high quality,Positive,0.562780269,,,,,,,,,,
high spec,Positive,0.656565657,,,,,,,,,,
high standard,Positive,0.628190476,,,,,,,,,,
high standards,Positive,0.357142857,,,,,,,,,,
high tech,Positive,0.437308869,,,,,,,,,,
high-end,Positive,0.35371179,,,,,,,,,,
highest quality,Positive,0.733333333,,,,,,,,,,
highest standard,Positive,0.76744186,,,,,,,,,,
highly professional,Positive,0.857142857,,,,,,,,,,
highly recommend,Positive,0.887250855,,,,,,,,,,
highly recommended,Positive,0.902966841,,,,,,,,,,
high-quality,Positive,0.679012346,,,,,,,,,,
high-tech,Positive,0.333333333,,,,,,,,,,
hole,Negetive,-0.829291045,,,,,,,,,,
holes,Negetive,-0.918084436,,,,,,,,,,
homeless,Negetive,-0.801268499,,,,,,,,,,
homeless people,Negetive,-0.692307692,,,,,,,,,,
homely feel,Positive,0.714285714,,,,,,,,,,
hopeless,Negetive,-0.766536965,,,,,,,,,,
horrendous,Negetive,-0.838103025,,,,,,,,,,
horrendously,Negetive,-0.82300885,,,,,,,,,,
horrible,Negetive,-0.880661395,,,,,,,,,,
horrible !,Negetive,-0.947136564,,,,,,,,,,
horrible experience,Negetive,-0.901639344,,,,,,,,,,
horrible hotel,Negetive,-0.946308725,,,,,,,,,,
horrible place,Negetive,-0.987730061,,,,,,,,,,
horrible room,Negetive,-0.927710843,,,,,,,,,,
horrible smell,Negetive,-0.895424837,,,,,,,,,,
horribly,Negetive,-0.836144578,,,,,,,,,,
horrid,Negetive,-0.857740586,,,,,,,,,,
horrific,Negetive,-0.896907216,,,,,,,,,,
horrified,Negetive,-0.890526316,,,,,,,,,,
hospitable,Positive,0.450777202,,,,,,,,,,
hostile,Negetive,-0.834319527,,,,,,,,,,
hot room,Negetive,-0.806646526,,,,,,,,,,
hot rooms,Negetive,-0.928571429,,,,,,,,,,
hotel excellent,Positive,0.589403974,,,,,,,,,,
hotel failed,Negetive,-0.950617284,,,,,,,,,,
hotel great,Positive,0.490636704,,,,,,,,,,
hotel ideally,Positive,0.609756098,,,,,,,,,,
hotel kindly,Positive,0.4,,,,,,,,, ,
hotel lovely,Positive,0.505882353,,,,,,,,,,
hotel need,Negetive,-0.68115942,,,,,,,,,,
hotel needs,Negetive,-0.821428571,,,,,,,,,,
hotel perfect,Positive,0.591836735,,,,,,,,,,
hotel refused,Negetive,-0.931623932,,,,,,,,,,
huge !,Positive,0.575342466,,,,,,,,,,
huge bath,Positive,0.636363636,,,,,,,,,,
huge bathroom,Positive,0.7,,,,,,,,,,
huge choice,Positive,0.566037736,,,,,,,,,,
huge comfy,Positive,0.888888889,,,,,,,,,,
huge disappointment,Negetive,-0.840375587,,,,,,,,,,
huge plus,Positive,0.356321839,,,,,,,,,,
huge problem,Negetive,-0.642105263,,,,,,,,,,
huge shower,Positive,0.47826087,,,,,,,,,,
huge thank,Positive,0.911504425,,,,,,,,,,
huh,Negetive,-0.737373737,,,,,,,,,,
humiliated,Negetive,-0.873684211,,,,,,,,,,
humming,Negetive,-0.704225352,,,,,,,,,,
humming noise,Negetive,-0.74,,,,,,,,,,
ideal,Positive,0.317516805061289,,,,,,,,,,
ideal base,Positive,0.589285714,,,,,,,,,,
ideal hotel,Positive,0.458823529,,,,,,,,,,
ideal location,Positive,0.431273644,,,,,,,,,,
ideal place,Positive,0.455128205,,,,,,,,,,
ideally,Positive,0.394328922,,,,,,,   ,,,
ideally located,Positive,0.410034602,,,,,,,,,,
ideally placed,Positive,0.406143345,,,,,,,,,,
ideally situated,Positive,0.462514418,,,,,,,,,,
idiots,Negetive,-0.701754386,,,,,,,,,,
ignorant,Negetive,-0.862944162,,,,,,,,,,
ignored,Negetive,-0.837553751,,,,,,,,,,
ignored us,Negetive,-0.871921182,,,,,,,,,,
ill fitting,Negetive,-0.883495146,,,,,,,,,,
illegal,Negetive,-0.902040816,,,,,,,,,,
imaginative,Positive,0.375,,,,,,,,,,
immaculate,Positive,0.781504986,,,,,,,,,,
immaculately,Positive,0.732497388,,,,,,,,,,
immaculately clean,Positive,0.746905089,,,,,,,,,,
impeccable,Positive,0.81968254,,,,,,,,,,
impeccable service,Positive,0.797468354,,,,,,,,,,
impeccably,Positive,0.81773399,,,,,,,,,,
impeccably clean,Positive,0.843317972,,,,,,,,,,
impolite,Negetive,-0.922413793,,,,,,,,,,
impossible,Negetive,-0.77865285,,,,,,,,,,
impractical,Negetive,-0.775609756,,,,   ,,,,,,
impressed,Positive,0.441515229,,,,,,,,,,
impressed !,Positive,0.712707182,,,,,,,   ,,,
impressive hotel,Positive,0.547619048,,,,,,,,,,
inaccessible,Negetive,-0.75,,,,,,,,,,
inadequate,Negetive,-0.822485207,,,,,,,,,,
inappropriate,Negetive,-0.798387097,,,,,,,,,,
inattentive,Negetive,-0.806060606,,,,,,,,,,
incapable,Negetive,-0.851851852,,,,,,,,,,
incessant,Negetive,-0.86407767,,,,,,,,,,
incidents,Negetive,-0.662337662,,,,,,,,,,
including fresh,Positive,0.636363636,,,,,,,,,,
incompetence,Negetive,-0.908496732,,,,,,,,,,
incompetent,Negetive,-0.965367965,,,,,,,,,,
incorrect,Negetive,-0.745132743,,,,,,,,,,
incorrectly,Negetive,-0.7,,,,,,,,,,
incredible,Positive,0.551968504,,,,,,,,,,
incredible !,Positive,0.485714286,,,,,,,,,,
incredibly clean,Positive,0.64,,,,,,,,,,
incredibly comfortable,Positive,0.777777778,,,,,,,,,,
incredibly friendly,Positive,0.728971963,,,,,,,,,,
incredibly helpful,Positive,0.7125,,,,,,,,,,
incredibly hot,Negetive,-0.772277228,,,,,,,,,,
incredibly noisy,Negetive,-0.840707965,,,,,,,,,,
incredibly quiet,Positive,0.816091954,,,,,,,,,,
incredibly rude,Negetive,-0.962441315,,,,,,,,,,
incredibly slow,Negetive,-0.704347826,,,,,,,,,,
incredibly small,Negetive,-0.812080537,,,,,,,,,,
incredibly uncomfortable,Negetive,-0.882352941,,,,,,,,,,
indifference,Negetive,-0.933333333,,,,,,,,,,
indifferent,Negetive,-0.807799443,,,,,,,,,,
indulgent,Positive,0.574468085,,,,,,,,,,
inedible,Negetive,-0.8688,,,,,,,,,,
ineffective,Negetive,-0.82278481,,,,,,,,,,
inefficient,Negetive,-0.836734694,,,,,,,,,,
inept,Negetive,-0.904761905,,,,,,,,,,
inexcusable,Negetive,-0.841269841,,,,,,,,,,
inferior,Negetive,-0.650684932,,,,,,,,,,
infestation,Negetive,-0.962616822,,,,,,,,,,
infested,Negetive,-0.953917051,,,,,,,,,,
inflexible,Negetive,-0.830188679,,,,,,,,,,
informative,Positive,0.501805054,,,,,,,,,,
infuriating,Negetive,-0.858823529,,,,,,,,,,
injury,Negetive,-0.792592593,,,,,,,,,,
innovative,Positive,0.580645161,,,,,,,,,,
insane,Negetive,-0.634285714,,,,,,,,,,
insect,Negetive,-0.965811966,,,,,,,,,,
insects,Negetive,-0.9543379,,,,,,,,,,
insecure,Negetive,-0.792,,,,,,,,,,
insisting,Negetive,-0.768,,,,,,,,,,
insufficient,Negetive,-0.769722814,,,,,,,,,,
insult,Negetive,-0.918305598,,,,,,,,,,
insulted,Negetive,-0.932773109,,,,,,,,,,
insulting,Negetive,-0.891402715,,,,,,,,,,
interrupting,Negetive,-0.833333333,,,,,,,,,,
intimate,Positive,0.566233766,,,,,,,,,,
intolerable,Negetive,-0.97826087,,,,,,,,,,
irate,Negetive,-0.773195876,,,,,,,,,,
ironic,Negetive,-0.883495146,,,,,,,,,,
ironically,Negetive,-0.696969697,,,,,,,,,,
irritated,Negetive,-0.639240506,,,,,,,,,,
itching,Negetive,-0.988950276,,,,,,,,,,
itchy,Negetive,-0.954397394,,,,,,,,,,
jail,Negetive,-0.771929825,,,,,,,,,,
jammed,Negetive,-0.830802603,,,,,,,,,,
junk,Negetive,-0.806060606,,,,,,,,,,
kids loved,Positive,0.751243781,,,,,,,,,,
killed,Negetive,-0.729166667,,,,,,,,,,
killing,Negetive,-0.744680851,,,,,,,,,,
kind staff,Positive,0.492682927,,,,,,,,,,
kindly upgraded,Positive,0.647727273,,,,,,,,,,
kindness,Positive,0.595394737,,,,,,,,,,
knackered,Negetive,-0.777777778,,,,,,,,,,
labyrinth,Negetive,-0.681818182,,,,,,,,,,
lacklustre,Negetive,-0.786407767,,,,,,,,,,
language barrier,Negetive,-0.670103093,,,,,,,,,,
large bedroom,Positive,0.578947368,,,,,,,,,,
large choice,Positive,0.593220339,,,,,,,,,,
large clean,Positive,0.611650485,,,,,,,,,,
large comfortable,Positive,0.628252788,,,,,,,,,,
large comfy,Positive,0.620689655,,,,,,,,,,
large variety,Positive,0.563909774,,,,,,,,,,
last resort,Negetive,-0.924170616,,,,,,,,,,
last straw,Negetive,-0.979591837,,,,,,,,,,
laughable,Negetive,-0.862660944,,,,,,,,,,
laughed,Negetive,-0.824953445,,,,,,,,,,
lavish,Positive,0.47027027,,,,,,,,,,
leak,Negetive,-0.757770632,,,,,,,,,,
leaked,Negetive,-0.750245821,,,,,,,,,,
leaking,Negetive,-0.828185328,,,,,,,,,,
leaks,Negetive,-0.840707965,,,,,,,,,,
leaky,Negetive,-0.751152074,,,,,,,,,,
least clean,Negetive,-0.907692308,,,,,,,,,,
left dirty,Negetive,-0.734939759,,,,,,,,,,
left disappointed,Negetive,-0.78,,,,,,,,,,
legendary,Positive,0.456521739,,,,,,,,,,
let-down,Negetive,-0.666666667,,,,,,,,,,
liar,Negetive,-0.971428571,,,,,,,,,,
liars,Negetive,-1,,,,,,,,,,
lie,Negetive,-0.672459893,,,,,,,,,,
lied,Negetive,-0.946308725,,,,,,,,,,
lies,Negetive,-0.640897756,,,,,,,,,,
lights negtag_working,Negetive,-0.902439024,,,,,,,,,,
like cattle,Negetive,-0.80952381,,,,,,,,,,
like maze,Negetive,-0.700787402,,,,,,,,,,
like plague,Negetive,-0.946902655,,,,,,,,,,
like prison,Negetive,-0.951724138,,,,,,,,,,
like school,Negetive,-0.81595092,,,,,,,,,,
lime scale,Negetive,-0.928571429,,,,,,,,,,
limescale,Negetive,-0.884615385,,,,,,,,,,
limited english,Negetive,-0.760869565,,,,,,,,,,
litter,Negetive,-0.73964497,,,,,,,,,,
littered,Negetive,-0.722543353,,,,,,,,,,
little choice,Negetive,-0.80952381,,,,,,,,,,
little english,Negetive,-0.870588235,,,,,,,,,,
lively,Positive,0.418502203,,,,,,,,,,
location perfect,Positive,0.521235521,,,,,,,,,,
long waiting,Negetive,-0.663366337,,,,,,,,,,
looked brand,Positive,0.609195402,,,,,,,,,,
looked dirty,Negetive,-0.942196532,,,,,,,,,,
looked old,Negetive,-0.867647059,,,,,,,,,,
looked tired,Negetive,-0.78238342,,,,,,,,,,
looks old,Negetive,-0.742574257,,,,,,,,,,
looks tired,Negetive,-0.766990291,,,,,,,,,,
loose,Negetive,-0.751094434,,,,,,,,,,
loosely,Negetive,-0.92248062,,,,,,,,,,
loss,Negetive,-0.663265306,,,,,,,,,,
loud !,Negetive,-0.702479339,,,,,,,,,,
loud banging,Negetive,-0.803571429,,,,,,,,,,
loud music,Negetive,-0.71197411,,,,,,,,,,
loud noise,Negetive,-0.81865285,,,,,,,,,,
loud noises,Negetive,-0.751552795,,,,,,,,,,
loudest,Negetive,-0.725490196,,,,,,,,,,
loudly,Negetive,-0.77810219,,,,,,,,,,
lousy,Negetive,-0.832285115,,,,,,,,,,
love,Positive,0.501650165,,,,,,,,,,
love hotel,Positive,0.450704225,,,,,,,,,,
love hoteltag,Positive,0.483146067,,,,,,,,,,
love staying,Positive,0.754385965,,,,,,,,,,
loved,Positive,0.731489264,,,,,,,,,,
loved breakfast,Positive,0.772727273,,,,,,,,,,
loved decor,Positive,0.766666667,,,,,,,,,,
loved every,Positive,0.905454545,,,,,,,,,,
loved everything,Positive,0.882352941,,,,,,,,,,
loved fact,Positive,0.780487805,,,,,,,,,,
loved hotel,Positive,0.732970027,,,,,,,,,,
loved location,Positive,0.364140481,,,,,,,,,,
loved place,Positive,0.76,,,,,,,,,,
loved room,Positive,0.85915493,,,,,,,,,,
loved staying,Positive,0.831460674,,,,,,,,,,
lovely,Positive,0.490253579,,,,,,,,,,
lovely !,Positive,0.455479452,,,,,,,,,,
lovely afternoon,Positive,0.732484076,,,,,,,,,,
lovely area,Positive,0.38630137,,,,,,,,,,
lovely atmosphere,Positive,0.746031746,,,,,,,,,,
lovely bar,Positive,0.570850202,,,,,,,,,,
lovely bathroom,Positive,0.71314741,,,,,,,,,,
lovely bed,Positive,0.65034965,,,,,,,,,,
lovely big,Positive,0.440443213,,,,,,,,,,
lovely boutique,Positive,0.805309735,,,,,,,,,,
lovely breakfast,Positive,0.628482972,,,,,,,,,,
lovely clean,Positive,0.778195489,,,,,,,,,,
lovely coffee,Positive,0.50617284,,,,,,,,,,
lovely comfortable,Positive,0.789473684,,,,,,,,,,
lovely comfy,Positive,0.635135135,,,,,,,,,,
lovely decor,Positive,0.476635514,,,,,,,,,,
lovely experience,Positive,0.795221843,,,,,,,,,,
lovely food,Positive,0.605536332,,,,,,,,,,
lovely fresh,Positive,0.615384615,,,,,,,,,,
lovely friendly,Positive,0.656903766,,,,,,,,,,
lovely garden,Positive,0.572413793,,,,,,,,,,
lovely gesture,Positive,0.620253165,,,,,,,,,,
lovely helpful,Positive,0.621052632,,,,,,,,,,
lovely hot,Positive,0.5,,,,,,,,,,
lovely hotel,Positive,0.613837966,,,,,,,,,,
lovely large,Positive,0.575129534,,,,,,,,,,
lovely meal,Positive,0.32967033,,,,,,,,,,
lovely modern,Positive,0.708333333,,,,,,,,,,
lovely night,Positive,0.474747475,,,,,,,,,,
lovely numbertag,Positive,0.578231293,,,,,,,,,,
lovely part,Positive,0.309090909,,,,,,,,,,
lovely people,Positive,0.503267974,,,,,,,,,,
lovely place,Positive,0.619937695,,,,,,,,,,
lovely pub,Positive,0.45631068,,,,,,,,,,
lovely quiet,Positive,0.706666667,,,,,,,,,,
lovely receptionist,Positive,0.34751773,,,,,,,,,,
lovely restaurant,Positive,0.596899225,,,,,,,,,,
lovely restaurants,Positive,0.411764706,,,,,,,,,,
lovely room,Positive,0.618979152,,,,,,,,,,
lovely rooms,Positive,0.71559633,,,,,,,,,,
lovely selection,Positive,0.705882353,,,,,,,,,,
lovely service,Positive,0.450980392,,,,,,,,,,
lovely setting,Positive,0.340425532,,,,,,,,,,
lovely shower,Positive,0.488986784,,,,,,,,,,
lovely small,Positive,0.659090909,,,,,,,,,,
lovely spacious,Positive,0.708333333,,,,,,,,,,
lovely staff,Positive,0.544280443,,,,,,,,,,
lovely stay,Positive,0.79743224,,,,,,,,,,
lovely surprise,Positive,0.856321839,,,,,,,,,,
lovely time,Positive,0.649746193,,,,,,,,,,
lovely toiletries,Positive,0.863013699,,,,,,,,,,
lovely touch,Positive,0.837333333,,,,,,,,,,
lovely touches,Positive,0.79245283,,,,,,,,,,
lovely view,Positive,0.292149292,,,,,,,,,,
lovely views,Positive,0.560810811,,,,,,,,,,
lovely walk,Positive,0.603448276,,,,,,,,,,
lovely warm,Positive,0.58974359,,,,,,,,,,
lovely weekend,Positive,0.456521739,,,,,,,,,,
lovely welcome,Positive,0.671232877,,,,,,,,,,
loves,Positive,0.341269841,,,,,,,,,,
lovley,Positive,0.62,,,,,,,,,,
low ceiling,Negetive,-0.811594203,,,,,,,,,,
low ceilings,Negetive,-0.723577236,,,,,,,,,,
low end,Negetive,-0.818181818,,,,,,,,,,
low quality,Negetive,-0.850415512,,,,,,,,,,
low standard,Negetive,-0.963636364,,,,,,,,,,
ludicrous,Negetive,-0.648854962,,,,,,,,,,
luke warm,Negetive,-0.76733255,,,,,,,,,,
lukewarm,Negetive,-0.695808383,,,,,,,,,,
lumpy,Negetive,-0.827645051,,,,,,,,,,
luxurious,Positive,0.449915926,,,,,,,,,,
luxurious feel,Positive,0.411764706,,,,,,,,,,
luxurious hotel,Positive,0.372093023,,,,,,,,,,
luxuriously,Positive,0.765957447,,,,,,,,,,
